"movie_title","genres","language","content_rating","title_year","imdb_score"
"Blackhat ","Action|Crime|Drama|Mystery|Thriller","English","R",2015,5.4
"Sky Captain and the World of Tomorrow ","Action|Adventure|Mystery|Sci-Fi|Thriller","English","PG",2004,6.1
"Basic Instinct 2 ","Crime|Mystery|Thriller","English","R",2006,4.2
"Escape Plan ","Action|Crime|Mystery|Sci-Fi|Thriller","English","R",2013,6.7
"The Legend of Hercules ","Action|Adventure|Fantasy","English","PG-13",2014,4.2
"The Sum of All Fears ","Action|Drama|Thriller","English","PG-13",2002,6.4
"The Twilight Saga: Eclipse ","Adventure|Drama|Fantasy|Romance","English","PG-13",2010,4.9
"The Score ","Crime|Drama|Thriller","English","R",2001,6.8
"Despicable Me ","Animation|Comedy|Family","English","PG",2010,7.7
"Money Train ","Action|Comedy|Crime|Drama|Thriller","English","R",1995,5.6
"Ted 2 ","Comedy","English","R",2015,6.4
"Agora ","Adventure|Drama|History|Romance","English","R",2009,7.2
"Mystery Men ","Action|Comedy|Fantasy|Sci-Fi","English","PG-13",1999,6
"Hall Pass ","Comedy|Romance","English","R",2011,5.9
"The Insider ","Biography|Drama|Thriller","English","R",1999,7.9
"The Finest Hours ","Action|Drama|History|Thriller","English","PG-13",2016,6.8
"Body of Lies ","Action|Drama|Thriller","English","R",2008,7.1
"Dinner for Schmucks ","Comedy","English","PG-13",2010,5.9
"Abraham Lincoln: Vampire Hunter ","Action|Fantasy|Horror","English","R",2012,5.9
"Entrapment ","Action|Crime|Romance|Thriller","English","PG-13",1999,6.2
"Last Man Standing             ","Comedy","English","TV-PG",NA,7.4
"The X Files ","Drama|Mystery|Sci-Fi|Thriller","English","PG-13",1998,7
"The Last Legion ","Action|Adventure|Fantasy|War","English","PG-13",2007,5.4
"Saving Private Ryan ","Action|Drama|War","English","R",1998,8.6
"Need for Speed ","Action|Crime|Drama|Thriller","English","PG-13",2014,6.5
"What Women Want ","Comedy|Fantasy|Romance","English","PG-13",2000,6.4
"Ice Age ","Adventure|Animation|Comedy|Family","English","PG",2002,7.6
"Dreamcatcher ","Drama|Horror|Sci-Fi|Thriller","English","R",2003,5.5
"Lincoln ","Biography|Drama|History|War","English","PG-13",2012,7.4
"The Matrix ","Action|Sci-Fi","English","R",1999,8.7
"Apollo 13 ","Adventure|Drama|History","English","PG",1995,7.6
"Total Recall ","Action|Sci-Fi","English","R",1990,7.5
"The Santa Clause 2 ","Comedy|Family|Fantasy","English","G",2002,5.5
"Les Misérables ","Drama|Musical|Romance","English","PG-13",2012,7.6
"You've Got Mail ","Comedy|Drama|Romance","English","PG",1998,6.5
"Step Brothers ","Comedy","English","R",2008,6.9
"The Mask of Zorro ","Action|Adventure|Comedy|Romance|Thriller|Western","English","PG-13",1998,6.7
"Due Date ","Comedy|Drama","English","R",2010,6.6
"Unbroken ","Biography|Drama|Sport|War","English","PG-13",2014,7.2
"Space Cowboys ","Action|Adventure|Thriller","English","PG-13",2000,6.4
"Cliffhanger ","Action|Adventure|Thriller","English","R",1993,6.4
"Broken Arrow ","Action|Crime|Thriller","English","R",1996,6
"The Kid ","Comedy|Family|Fantasy","English","PG",2000,6.1
"World Trade Center ","Drama|History|Thriller","English","PG-13",2006,6
"Mona Lisa Smile ","Drama","English","PG-13",2003,6.4
"The Dictator ","Comedy|Romance","English","R",2012,6.4
"Eyes Wide Shut ","Drama|Mystery|Thriller","English","R",1999,7.3
"Annie ","Comedy|Drama|Family|Musical","English","PG",2014,5.2
"Focus ","Comedy|Crime|Drama|Romance","English","R",2015,6.6
"This Means War ","Action|Comedy|Romance","English","PG-13",2012,6.3
"Blade: Trinity ","Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller","English","R",2004,5.9
"Red Dawn ","Action|Drama|War","English","PG-13",1984,6.4
"Primary Colors ","Comedy|Drama","English","R",1998,6.7
"Resident Evil: Retribution ","Action|Horror|Sci-Fi|Thriller","English","R",2012,5.4
"Death Race ","Action|Sci-Fi|Thriller","English","R",2008,6.4
"The Long Kiss Goodnight ","Action|Crime|Drama|Mystery|Thriller","English","R",1996,6.7
"Proof of Life ","Action|Drama|Thriller","English","R",2000,6.2
"Zathura: A Space Adventure ","Action|Adventure|Comedy|Family|Fantasy|Sci-Fi","English","PG",2005,6.1
"Fight Club ","Drama","English","R",1999,8.8
"We Are Marshall ","Drama|Sport","English","PG",2006,7.1
"The Missing             ","Crime|Drama|Mystery","English","",NA,8.1
"Hudson Hawk ","Action|Adventure|Comedy","English","R",1991,5.7
"Lucky Numbers ","Comedy|Crime","English","R",2000,5
"I, Frankenstein ","Action|Fantasy|Sci-Fi|Thriller","English","PG-13",2014,5.1
"Oliver Twist ","Crime|Drama","English","PG-13",2005,6.9
"Elektra ","Action|Crime|Fantasy|Thriller","English","PG-13",2005,4.8
"Sin City: A Dame to Kill For ","Action|Crime|Thriller","English","R",2014,6.5
"Random Hearts ","Drama|Mystery|Romance","English","R",1999,5.1
"Everest ","Adventure|Biography|Drama|History|Sport|Thriller","English","PG-13",2015,7.1
"Perfume: The Story of a Murderer ","Crime|Drama|Fantasy","English","R",2006,7.5
"Austin Powers in Goldmember ","Action|Comedy|Crime","English","PG-13",2002,6.2
"Astro Boy ","Action|Animation|Comedy|Family|Sci-Fi","English","PG",2009,6.3
"Jurassic Park ","Adventure|Sci-Fi|Thriller","English","PG-13",1993,8.1
"Wyatt Earp ","Adventure|Biography|Crime|Drama|Western","English","PG-13",1994,6.6
"Clear and Present Danger ","Action|Crime|Drama|Thriller","English","PG-13",1994,6.9
"Dragon Blade ","Action|Adventure|Drama|History","Mandarin","R",2015,6.1
"Littleman ","Comedy|Crime","English","PG-13",2006,4.3
"U-571 ","Action|War","English","PG-13",2000,6.6
"The American President ","Comedy|Drama|Romance","English","PG-13",1995,6.8
"The Love Guru ","Comedy|Romance|Sport","English","PG-13",2008,3.8
"3000 Miles to Graceland ","Action|Comedy|Crime|Thriller","English","R",2001,5.9
"The Hateful Eight ","Crime|Drama|Mystery|Thriller|Western","English","R",2015,7.9
"Blades of Glory ","Comedy|Sport","English","PG-13",2007,6.3
"Hop ","Adventure|Animation|Comedy|Family|Fantasy","English","PG",2011,5.5
"300 ","Action|Drama|Fantasy|War","English","R",2006,7.7
"Meet the Fockers ","Comedy|Romance","English","PG-13",2004,6.3
"Marley & Me ","Comedy|Drama|Family","English","PG",2008,7.1
"The Green Mile ","Crime|Drama|Fantasy|Mystery","English","R",1999,8.5
"Wild Hogs ","Action|Adventure|Comedy","English","PG-13",2007,5.9
"Chicken Little ","Adventure|Animation|Comedy|Family|Sci-Fi","English","G",2005,5.8
"Gone Girl ","Crime|Drama|Mystery|Thriller","English","R",2014,8.1
"The Bourne Identity ","Action|Mystery|Thriller","English","PG-13",2002,7.9
"GoldenEye ","Action|Adventure|Thriller","English","PG-13",1995,7.2
"The General's Daughter ","Drama|Mystery|Thriller","English","R",1999,6.3
"The Truman Show ","Comedy|Drama|Sci-Fi","English","PG",1998,8.1
"The Prince of Egypt ","Adventure|Animation|Biography|Drama|Family|Fantasy|Musical","English","PG",1998,7
"Daddy Day Care ","Comedy|Family","English","PG",2003,5.5
"2 Guns ","Action|Comedy|Crime|Drama|Thriller","English","R",2013,6.7
"Cats & Dogs ","Action|Comedy|Family|Fantasy","English","PG",2001,5.2
"The Italian Job ","Action|Crime|Thriller","English","PG-13",2003,7
"Two Weeks Notice ","Comedy|Romance","English","PG-13",2002,6.1
"Antz ","Adventure|Animation|Comedy|Family","English","PG",1998,6.6
"Couples Retreat ","Comedy","English","PG-13",2009,5.5
"Days of Thunder ","Action|Drama|Sport","English","PG-13",1990,5.9
"Cheaper by the Dozen 2 ","Adventure|Comedy|Family","English","PG",2005,5.4
"The Scorch Trials ","Action|Sci-Fi|Thriller","English","PG-13",2015,6.4
"Eat Pray Love ","Drama|Romance","English","PG-13",2010,5.7
"The Family Man ","Comedy|Drama|Fantasy|Romance","English","PG-13",2000,6.7
"RED ","Action|Comedy|Crime|Thriller","English","PG-13",2010,7.1
"Any Given Sunday ","Drama|Sport","English","R",1999,6.8
"The Horse Whisperer ","Drama|Romance|Western","English","PG-13",1998,6.5
"Collateral ","Crime|Drama|Thriller","English","R",2004,7.6
"The Scorpion King ","Action|Adventure|Fantasy|Thriller","English","PG-13",2002,5.5
"Ladder 49 ","Action|Drama|Thriller","English","PG-13",2004,6.5
"Jack Reacher ","Action|Crime|Mystery|Thriller","English","PG-13",2012,7
"Deep Blue Sea ","Action|Sci-Fi|Thriller","English","R",1999,5.8
"This Is It ","Documentary|Music","English","PG",2009,7.3
"Contagion ","Drama|Thriller","English","PG-13",2011,6.6
"Kangaroo Jack ","Action|Adventure|Comedy|Crime","English","PG",2003,4.4
"Coraline ","Animation|Family|Fantasy","English","PG",2009,7.7
"The Happening ","Sci-Fi|Thriller","English","R",2008,5
"Man on Fire ","Action|Crime|Drama|Thriller","English","R",2004,7.7
"The Shaggy Dog ","Comedy|Family|Fantasy","English","PG",2006,4.4
"Starsky & Hutch ","Comedy|Crime","English","PG-13",2004,6.1
"Jingle All the Way ","Comedy|Family","English","PG",1996,5.4
"Hellboy ","Action|Fantasy|Horror|Sci-Fi","English","PG-13",2004,6.8
"A Civil Action ","Drama","English","PG-13",1998,6.5
"ParaNorman ","Adventure|Animation|Comedy|Family|Fantasy","English","PG",2012,7
"The Jackal ","Action|Adventure|Crime|Thriller","English","R",1997,6.3
"Paycheck ","Action|Mystery|Sci-Fi|Thriller","English","PG-13",2003,6.3
"Up Close & Personal ","Drama|Romance","English","PG-13",1996,6.1
"The Tale of Despereaux ","Adventure|Animation|Comedy|Family|Fantasy","English","G",2008,6.1
"Rules of Engagement             ","Comedy|Romance","English","TV-PG",NA,7.3
"The Tuxedo ","Action|Comedy|Sci-Fi","English","PG-13",2002,5.3
"Under Siege 2: Dark Territory ","Action|Thriller","English","R",1995,5.4
"Jack Ryan: Shadow Recruit ","Action|Drama|Thriller","English","PG-13",2014,6.2
"Joy ","Biography|Comedy|Drama","English","PG-13",2015,6.6
"London Has Fallen ","Action|Crime|Drama|Thriller","English","R",2016,5.9
"Alien: Resurrection ","Action|Horror|Sci-Fi","English","R",1997,6.3
"Shooter ","Action|Crime|Drama|Mystery|Thriller","English","R",2007,7.2
"The Boxtrolls ","Adventure|Animation|Comedy|Family|Fantasy","English","PG",2014,6.8
"Practical Magic ","Comedy|Drama|Fantasy|Romance","English","PG-13",1998,6.1
"The Lego Movie ","Action|Adventure|Animation|Comedy|Family|Fantasy","English","PG",2014,7.8
"Miss Congeniality 2: Armed and Fabulous ","Action|Comedy|Crime","English","PG-13",2005,5
"Reign of Fire ","Action|Adventure|Fantasy|Sci-Fi|Thriller","English","PG-13",2002,6.2
"Gangster Squad ","Action|Crime|Drama|Thriller","English","R",2013,6.7
"Year One ","Adventure|Comedy","English","PG-13",2009,4.9
"Invictus ","Biography|Drama|History|Sport","English","PG-13",2009,7.4
"State of Play ","Crime|Drama|Mystery|Thriller","English","PG-13",2009,7.1
"Duplicity ","Comedy|Crime|Romance|Thriller","English","PG-13",2009,6.2
"My Favorite Martian ","Comedy|Family|Sci-Fi","English","PG",1999,4.9
"The Sentinel ","Action|Crime|Thriller","English","PG-13",2006,6.1
"Planet 51 ","Adventure|Animation|Comedy|Family|Sci-Fi","English","PG",2009,6.1
"Star Trek: Nemesis ","Action|Adventure|Sci-Fi|Thriller","English","PG-13",2002,6.4
"Intolerable Cruelty ","Comedy|Crime|Romance","English","PG-13",2003,6.3
"Trouble with the Curve ","Drama|Sport","English","PG-13",2012,6.8
"Edge of Darkness ","Crime|Drama|Mystery|Thriller","English","R",2010,6.6
"The Relic ","Horror|Mystery|Sci-Fi|Thriller","English","R",1997,5.7
"Analyze That ","Comedy|Crime","English","R",2002,5.9
"Righteous Kill ","Action|Crime|Drama|Mystery|Thriller","English","R",2008,6
"Mercury Rising ","Action|Crime|Drama|Thriller","English","R",1998,6.1
"The Soloist ","Biography|Drama|Music","English","PG-13",2009,6.7
"The Legend of Bagger Vance ","Drama|Fantasy|Sport","English","PG-13",2000,6.7
"Almost Famous ","Adventure|Comedy|Drama|Music","English","R",2000,7.9
"Garfield 2 ","Animation|Comedy|Family|Fantasy","English","PG",2006,5
"xXx: State of the Union ","Action|Adventure|Crime|Thriller","English","PG-13",2005,4.3
"Priest ","Action|Fantasy|Horror|Sci-Fi|Thriller","English","PG-13",2011,5.7
"Sinbad: Legend of the Seven Seas ","Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance","English","PG",2003,6.7
"Event Horizon ","Horror|Sci-Fi|Thriller","English","R",1997,6.7
"The Avengers ","Action|Adventure|Sci-Fi","English","PG-13",2012,8.1
"Dragonfly ","Drama|Fantasy|Mystery|Romance|Thriller","English","PG-13",2002,6.1
"The Black Dahlia ","Crime|Drama|Mystery|Thriller","English","R",2006,5.6
"Flyboys ","Action|Adventure|Drama|History|Romance|War","English","PG-13",2006,6.6
"The Last Castle ","Action|Drama|Thriller","English","R",2001,6.9
"Supernova ","Horror|Sci-Fi|Thriller","English","PG-13",2000,4.8
"Winter's Tale ","Drama|Fantasy|Mystery|Romance","English","PG-13",2014,6.2
"The Mortal Instruments: City of Bones ","Fantasy|Horror|Mystery|Romance","English","PG-13",2013,6
"Meet Dave ","Adventure|Comedy|Family|Romance|Sci-Fi","English","PG",2008,4.9
"Dark Water ","Drama|Horror|Thriller","English","PG-13",2005,5.6
"Edtv ","Comedy|Drama","English","PG-13",1999,6.1
"Inkheart ","Adventure|Family|Fantasy","English","PG",2008,6.1
"The Spirit ","Action|Crime|Fantasy|Thriller","English","PG-13",2008,4.8
"Mortdecai ","Action|Comedy|Mystery|Romance","English","R",2015,5.5
"In the Name of the King: A Dungeon Siege Tale ","Action|Adventure|Fantasy|Thriller","English","PG-13",2007,3.8
"Beyond Borders ","Adventure|Drama|Romance|War","English","R",2003,6.5
"Xi you ji zhi: Sun Wukong san da Baigu Jing ","Action|Adventure|Fantasy","English","",2016,6
"The Great Raid ","Action|Drama|War","Filipino","R",2005,6.7
"Deadpool ","Action|Adventure|Comedy|Romance|Sci-Fi","English","R",2016,8.1
"Holy Man ","Comedy|Drama","English","PG",1998,4.9
"American Sniper ","Action|Biography|Drama|History|Thriller|War","English","R",2014,7.3
"Goosebumps ","Adventure|Comedy|Family|Fantasy|Horror","English","PG",2015,6.4
"Sabrina, the Teenage Witch             ","Comedy|Family|Fantasy","English","TV-G",NA,6.6
"Just Like Heaven ","Comedy|Fantasy|Romance","English","PG-13",2005,6.7
"The Flintstones in Viva Rock Vegas ","Comedy|Family|Romance|Sci-Fi","English","PG",2000,3.6
"Rambo III ","Action|Adventure|Thriller|War","English","R",1988,5.7
"Leatherheads ","Comedy|Drama|Romance|Sport","English","PG-13",2008,6
"The Ridiculous 6 ","Comedy|Western","English","TV-14",2015,4.9
"Did You Hear About the Morgans? ","Comedy|Drama|Romance","English","PG-13",2009,4.7
"The Internship ","Comedy","English","PG-13",2013,6.3
"Resident Evil: Afterlife ","Action|Adventure|Horror|Sci-Fi","English","R",2010,5.9
"Red Tails ","Action|Adventure|Drama|History|War","English","PG-13",2012,5.9
"Sex and the City             ","Comedy|Romance","English","TV-MA",NA,7
"The Devil's Advocate ","Drama|Mystery|Thriller","English","R",1997,7.5
"That's My Boy ","Comedy","English","R",2012,5.6
"DragonHeart ","Action|Adventure|Fantasy","English","PG-13",1996,6.4
"After the Sunset ","Action|Comedy|Crime|Drama","English","PG-13",2004,6.3
"Ghost Rider: Spirit of Vengeance ","Action|Fantasy|Thriller","English","PG-13",2011,4.3
"Captain Corelli's Mandolin ","Drama|Music|Romance|War","English","R",2001,5.9
"Anger Management             ","Comedy|Romance","English","",NA,6.7
"The Pacifier ","Action|Comedy|Drama|Family|Thriller","English","PG",2005,5.5
"Walking Tall ","Action|Crime","English","PG-13",2004,6.2
"Forrest Gump ","Comedy|Drama","English","PG-13",1994,8.8
"Alvin and the Chipmunks ","Animation|Comedy|Family|Fantasy|Music","English","PG",2007,5.2
"Meet the Parents ","Comedy","English","PG-13",2000,7
"Pocahontas ","Adventure|Animation|Drama|Family|History|Musical|Romance","English","G",1995,6.6
"Superman ","Action|Adventure|Drama|Romance|Sci-Fi","English","PG",1978,7.3
"The Nutty Professor ","Comedy|Romance|Sci-Fi","English","PG-13",1996,5.6
"Hitch ","Comedy|Romance","English","PG-13",2005,6.6
"George of the Jungle ","Action|Adventure|Comedy|Family|Romance","English","PG",1997,5.4
"American Wedding ","Comedy|Romance","English","R",2003,6.3
"Captain Phillips ","Biography|Drama|Thriller","English","PG-13",2013,7.9
"Date Night ","Comedy|Crime|Romance|Thriller","English","PG-13",2010,6.3
"Casper ","Comedy|Family|Fantasy","English","PG",1995,6
"The Equalizer ","Action|Crime|Thriller","English","R",2014,7.2
"Maid in Manhattan ","Comedy|Drama|Romance","English","PG-13",2002,5.1
"Crimson Tide ","Action|Drama|Thriller|War","English","R",1995,7.3
"The Pursuit of Happyness ","Biography|Drama","English","PG-13",2006,8
"Flightplan ","Drama|Mystery|Thriller","English","PG-13",2005,6.2
"Disclosure ","Drama|Thriller","English","R",1994,6
"City of Angels ","Drama|Fantasy|Romance","English","PG-13",1998,6.7
"Kill Bill: Vol. 1 ","Action","English","R",2003,8.1
"Bowfinger ","Comedy","English","PG-13",1999,6.4
"Stargate SG-1             ","Action|Adventure|Drama|Sci-Fi","English","TV-14",NA,8.4
"Kill Bill: Vol. 2 ","Action|Crime|Drama|Thriller","English","R",2004,8
"Tango & Cash ","Action|Comedy|Crime|Thriller","English","R",1989,6.3
"Death Becomes Her ","Comedy|Fantasy|Horror","English","PG-13",1992,6.4
"Shanghai Noon ","Action|Adventure|Comedy|Western","English","PG-13",2000,6.6
"Executive Decision ","Action|Adventure|Thriller","English","R",1996,6.4
"Mr. Popper's Penguins ","Comedy|Family|Fantasy","English","PG",2011,6
"The Forbidden Kingdom ","Action|Adventure|Fantasy","English","PG-13",2008,6.6
"Free Birds ","Adventure|Animation|Comedy|Family","English","PG",2013,5.9
"Alien 3 ","Action|Horror|Sci-Fi","English","R",1992,6.4
"Evita ","Biography|Drama|History|Musical","English","PG",1996,6.3
"Ronin ","Action|Adventure|Crime|Thriller","English","R",1998,7.3
"The Ghost and the Darkness ","Adventure|Drama|Horror|Thriller","English","R",1996,6.8
"Paddington ","Animation|Comedy|Family|Fantasy","English","PG",2014,7.2
"The Watch ","Action|Comedy|Sci-Fi","English","R",2012,5.7
"The Hunted ","Action|Crime|Drama|Thriller","English","R",2003,6
"Instinct ","Drama|Thriller","English","R",1999,6.5
"Stuck on You ","Comedy","English","PG-13",2003,5.8
"Semi-Pro ","Comedy|Sport","English","R",2008,5.8
"The Pirates! Band of Misfits ","Adventure|Animation|Comedy|Family","English","PG",2012,6.7
"Changeling ","Crime|Drama|Mystery|Thriller","English","R",2008,7.8
"Chain Reaction ","Action|Drama|Sci-Fi|Thriller","English","PG-13",1996,5.6
"The Fan ","Action|Drama|Sport|Thriller","English","R",1996,5.8
"The Phantom of the Opera ","Drama|Musical|Romance|Thriller","English","PG-13",2004,7.4
"Elizabeth: The Golden Age ","Biography|Drama|History|War","English","PG-13",2007,6.9
"Æon Flux ","Action|Sci-Fi","English","PG-13",2005,5.5
"Gods and Generals ","Drama|History|War","English","PG-13",2003,6.3
"Turbulence ","Action|Thriller","English","R",1997,4.7
"Imagine That ","Comedy|Drama|Family|Fantasy","English","PG",2009,5.6
"Muppets Most Wanted ","Adventure|Comedy|Crime|Family|Musical","English","PG",2014,6.4
"Thunderbirds ","Action|Adventure|Comedy|Family|Sci-Fi","English","PG",2004,4.2
"Burlesque ","Drama|Music|Musical|Romance","English","PG-13",2010,6.4
"A Very Long Engagement ","Drama|Mystery|Romance|War","French","R",2004,7.7
"Lolita ","Crime|Drama|Romance","English","Not Rated",1962,7.7
"Eye See You ","Crime|Horror|Mystery|Thriller","English","R",2002,5.3
"Blade II ","Action|Horror|Sci-Fi|Thriller","English","R",2002,6.7
"Seven Pounds ","Drama|Romance","English","PG-13",2008,7.7
"Bullet to the Head ","Action|Thriller","English","R",2012,5.7
"The Godfather: Part III ","Crime|Drama","English","R",1990,7.6
"Elizabethtown ","Comedy|Drama|Romance","English","PG-13",2005,6.4
"You, Me and Dupree ","Comedy|Romance","English","PG-13",2006,5.6
"Superman II ","Action|Adventure|Romance|Sci-Fi","English","PG",1980,6.8
"Gigli ","Comedy|Crime|Romance","English","R",2003,2.4
"All the King's Men ","Drama|Thriller","English","PG-13",2006,6.2
"Shaft ","Action|Crime|Thriller","English","R",2000,5.9
"Anastasia ","Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance","English","G",1997,7.1
"Moulin Rouge! ","Drama|Musical|Romance","English","PG-13",2001,7.6
"Domestic Disturbance ","Crime|Mystery|Thriller","English","PG-13",2001,5.5
"Black Mass ","Biography|Crime|Drama","English","R",2015,7
"Flags of Our Fathers ","Drama|History|War","English","R",2006,7.1
"Law Abiding Citizen ","Crime|Drama|Thriller","English","R",2009,7.4
"Grindhouse ","Action|Horror|Thriller","English","R",2007,7.6
"Beloved ","Drama|History|Horror","English","R",1998,5.9
"Lucky You ","Drama|Romance|Sport","English","PG-13",2007,5.9
"Catch Me If You Can ","Biography|Crime|Drama","English","PG-13",2002,8
"Zero Dark Thirty ","Drama|History|Thriller","English","R",2012,7.4
"The Break-Up ","Comedy|Drama|Romance","English","PG-13",2006,5.8
"Mamma Mia! ","Comedy|Family|Musical|Romance","English","PG-13",2008,6.3
"Valentine's Day ","Comedy|Romance","English","PG-13",2010,5.7
"The Dukes of Hazzard ","Action|Adventure|Comedy","English","PG-13",2005,5.1
"The Thin Red Line ","Drama|War","English","R",1998,7.6
"The Change-Up ","Comedy|Fantasy","English","R",2011,6.4
"Man on the Moon ","Biography|Comedy|Drama","English","R",1999,7.4
"Casino ","Biography|Crime|Drama","English","R",1995,8.2
"From Paris with Love ","Action|Thriller","English","R",2010,6.5
"Bulletproof Monk ","Action|Comedy|Fantasy","English","PG-13",2003,5.5
"Me, Myself & Irene ","Comedy","English","R",2000,6.5
"Barnyard ","Animation|Comedy|Family","English","PG",2006,5.6
"Deck the Halls ","Comedy|Family","English","PG",2006,4.9
"The Twilight Saga: New Moon ","Adventure|Drama|Fantasy|Romance","English","PG-13",2009,4.6
"Shrek ","Adventure|Animation|Comedy|Family|Fantasy","English","PG",2001,7.9
"The Adjustment Bureau ","Romance|Sci-Fi|Thriller","English","PG-13",2011,7.1
"Robin Hood: Prince of Thieves ","Action|Adventure|Drama|Romance","English","PG-13",1991,6.9
"Jerry Maguire ","Comedy|Drama|Romance|Sport","English","R",1996,7.3
"Ted ","Comedy|Fantasy","English","R",2012,7
"As Good as It Gets ","Comedy|Drama|Romance","English","PG-13",1997,7.7
"Patch Adams ","Biography|Comedy|Drama|Romance","English","PG-13",1998,6.7
"Anchorman 2: The Legend Continues ","Comedy","English","PG-13",2013,6.3
"Mr. Deeds ","Comedy|Romance","English","PG-13",2002,5.8
"Super 8 ","Mystery|Sci-Fi|Thriller","English","PG-13",2011,7.1
"Erin Brockovich ","Biography|Drama","English","R",2000,7.3
"How to Lose a Guy in 10 Days ","Comedy|Romance","English","PG-13",2003,6.4
"22 Jump Street ","Action|Comedy|Crime","English","R",2014,7.1
"Interview with the Vampire: The Vampire Chronicles ","Drama|Fantasy|Horror","English","R",1994,7.6
"Yes Man ","Comedy|Romance","English","PG-13",2008,6.8
"Central Intelligence ","Action|Comedy|Crime","English","PG-13",2016,6.6
"Stepmom ","Comedy|Drama","English","PG-13",1998,6.7
"Daddy's Home ","Comedy|Family","English","PG-13",2015,6.1
"Into the Woods ","Adventure|Comedy|Drama|Fantasy|Musical","English","PG",2014,6
"Inside Man ","Crime|Drama|Mystery|Thriller","English","R",2006,7.6
"Payback ","Action|Crime|Drama|Thriller","English","R",1999,7.1
"Congo ","Action|Adventure|Mystery|Sci-Fi","English","PG-13",1995,5
"We Bought a Zoo ","Comedy|Drama|Family","English","PG",2011,7.1
"Knowing ","Drama|Mystery|Sci-Fi|Thriller","English","PG-13",2009,6.2
"Failure to Launch ","Comedy|Romance","English","PG-13",2006,5.6
"The Ring Two ","Horror|Mystery","English","PG-13",2005,5.4
"Crazy, Stupid, Love. ","Comedy|Drama|Romance","English","PG-13",2011,7.4
"Garfield ","Animation|Comedy|Family|Fantasy","English","PG",2004,5
"Christmas with the Kranks ","Comedy|Family","English","PG",2004,5.2
"Moneyball ","Biography|Drama|Sport","English","PG-13",2011,7.6
"Outbreak ","Action|Drama|Thriller","English","R",1995,6.6
"Non-Stop ","Action|Mystery|Thriller","English","PG-13",2014,7
"Race to Witch Mountain ","Action|Adventure|Family|Fantasy|Sci-Fi|Thriller","English","PG",2009,5.7
"V for Vendetta ","Action|Drama|Thriller","English","R",2005,8.2
"Shanghai Knights ","Action|Adventure|Comedy","English","PG-13",2003,6.2
"Unforgotten             ","Crime|Drama","English","",NA,7.9
"Curious George ","Adventure|Animation|Comedy|Family","English","G",2006,6.6
"Herbie Fully Loaded ","Adventure|Comedy|Family|Fantasy|Romance|Sport","English","G",2005,4.7
"Don't Say a Word ","Crime|Drama|Mystery|Thriller","English","R",2001,6.3
"Hansel & Gretel: Witch Hunters ","Action|Fantasy|Horror","English","R",2013,6.1
"Unfaithful ","Drama|Thriller","English","R",2002,6.7
"I Am Number Four ","Action|Adventure|Sci-Fi|Thriller","English","PG-13",2011,6.1
"Syriana ","Drama|Thriller","English","R",2005,7
"13 Hours ","Action|Drama|Thriller|War","English","R",2016,7.4
"The Book of Life ","Adventure|Animation|Comedy|Family|Fantasy|Romance","English","PG",2014,7.3
"Firewall ","Crime|Thriller","English","PG-13",2006,5.8
"Absolute Power ","Action|Crime|Drama|Thriller","English","R",1997,6.7
"G.I. Jane ","Action|Drama|War","English","R",1997,5.8
"The Game ","Drama|Mystery|Thriller","English","R",1997,7.8
"Silent Hill ","Adventure|Horror|Mystery","English","R",2006,6.6
"The Replacements ","Comedy|Sport","English","PG-13",2000,6.5
"American Reunion ","Comedy","English","R",2012,6.7
"The Negotiator ","Action|Crime|Drama|Mystery|Thriller","English","R",1998,7.3
"Into the Storm ","Action|Thriller","English","PG-13",2014,5.8
"Beverly Hills Cop III ","Action|Comedy|Crime|Thriller","English","R",1994,5.5
"Gremlins 2: The New Batch ","Comedy|Fantasy|Horror","English","PG-13",1990,6.3
"The Judge ","Crime|Drama","English","R",2014,7.4
"The Peacemaker ","Action|Thriller","English","R",1997,5.9
"Resident Evil: Apocalypse ","Action|Horror|Sci-Fi|Thriller","English","R",2004,6.2
"Bridget Jones: The Edge of Reason ","Comedy|Drama|Romance","English","R",2004,5.9
"Out of Time ","Crime|Drama|Romance|Thriller","English","R",2003,6.5
"On Deadly Ground ","Action|Adventure|Thriller","English","R",1994,4.4
"The Adventures of Sharkboy and Lavagirl 3-D ","Action|Adventure|Family|Fantasy","English","PG",2005,3.5
"The Beach ","Adventure|Drama|Thriller","English","R",2000,6.6
"Raising Helen ","Comedy|Drama|Romance","English","PG-13",2004,6
"Ninja Assassin ","Action|Crime|Thriller","English","R",2009,6.4
"For Love of the Game ","Drama|Romance|Sport","English","PG-13",1999,6.5
"A Touch of Frost             ","Crime|Drama|Mystery","English","",NA,7.8
"Striptease ","Comedy|Crime|Drama|Thriller","English","R",1996,4.3
"Marmaduke ","Comedy|Family","English","PG",2010,4.2
"Hereafter ","Drama|Fantasy","English","PG-13",2010,6.5
"Murder by Numbers ","Crime|Mystery|Thriller","English","R",2002,6.1
"Assassins ","Action|Crime|Thriller","English","R",1995,6.3
"Hannibal Rising ","Crime|Drama|Thriller","English","R",2007,6.2
"The Story of Us ","Comedy|Drama|Romance","English","R",1999,5.9
